silicon_background_speed_m_per_s,maximum_supported_contrast_percent_relative_to_silicon,maximum_supported_speed_difference_m_per_s,final_scientific_conclusion,quality_criteria_recovery_min_percent,quality_criteria_recovery_max_percent,quality_criteria_min_detection_efficiency,quality_criteria_max_false_positive_ratio,quality_criteria_max_wrong_sign_ratio,quality_criteria_min_IoU,quality_criteria_min_F1,quality_criteria_background_MAE_fraction,range_tolerance_m_per_s
8433.0,50.0,4216.5,"The FWI method supports circular void reconstruction up to approximately 50.0% speed contrast relative to silicon. This corresponds to a maximum supported speed difference of 4216.50 m/s from the silicon background speed. Above this contrast, reconstruction quality degrades and fails the selected amplitude, localization, artifact, wrong-sign, shape-overlap, and background-error criteria.",70.0,130.0,0.6,0.5,0.3,0.25,0.25,0.25,1.0
