FWI stage,Stage description,detection_threshold_fraction_of_true_update,detection_threshold_m_per_s,true_void_center_row,true_void_center_col,true_void_radius_cells,true_void_area_pixels,true_void_area_square_micrometers,detected_void_area_pixels,detected_void_area_square_micrometers,detected_center_row,detected_center_col,center_error_cells,center_error_micrometers,true_equivalent_radius_cells,detected_equivalent_radius_cells,radius_error_cells,radius_error_micrometers,intersection_pixels,union_pixels,IoU_intersection_over_union,precision_detected_pixels_inside_true_void,recall_true_void_pixels_detected,F1_score
Stage 1,20 MHz low-frequency FWI reconstruction,0.5,1264.9500000000003,72,90,8,197,4925.0,263,6575.000000000002,72.99619771863118,89.7148288973384,1.0362106216398268,5.1810531081991344,7.918778161951929,9.149617481968136,1.2308393200162069,6.154196600081034,197,263,0.7490494296577946,0.7490494296577946,1.0,0.8565217391304348
Stage 2,85 MHz high-frequency FWI reconstruction initialized from Stage 1,0.5,1264.9500000000003,72,90,8,197,4925.0,224,5600.000000000001,72.3125,89.99553571428571,0.3125318861283418,1.5626594306417092,7.918778161951929,8.444016491289505,0.5252383293375757,2.6261916466878787,197,224,0.8794642857142857,0.8794642857142857,1.0,0.9358669833729216
