section,experiment_name,experiment_type,num_bands,geometry,metric,stage1_value,stage2_value,improvement_amount,interpretation,tectonic_band_number,band_type,stage,value,computed_from_map_long
band_recovery,8 ideal bands,resolution_limit,8,ideal_horizontal,detection_efficiency_0_to_1,,,,band-level metric,7.0,fast band,Stage 1,0.8130371,
band_recovery,8 ideal bands,resolution_limit,8,ideal_horizontal,false_positive_ratio,,,,band-level metric,7.0,fast band,Stage 1,0.22995615,
band_recovery,8 ideal bands,resolution_limit,8,ideal_horizontal,wrong_sign_ratio_inside_band,,,,band-level metric,7.0,fast band,Stage 1,0.0,
band_recovery,8 ideal bands,resolution_limit,8,ideal_horizontal,velocity_update_recovery_percent,,,,band-level metric,7.0,fast band,Stage 2,63.11391,
band_recovery,8 ideal bands,resolution_limit,8,ideal_horizontal,MAE_inside_band_m_per_s,,,,band-level metric,7.0,fast band,Stage 2,155.90428,
band_recovery,8 ideal bands,resolution_limit,8,ideal_horizontal,RMSE_inside_band_m_per_s,,,,band-level metric,7.0,fast band,Stage 2,156.8289,
band_recovery,8 ideal bands,resolution_limit,8,ideal_horizontal,detection_efficiency_0_to_1,,,,band-level metric,7.0,fast band,Stage 2,0.8448517,
band_recovery,8 ideal bands,resolution_limit,8,ideal_horizontal,false_positive_ratio,,,,band-level metric,7.0,fast band,Stage 2,0.1836398,
band_recovery,8 ideal bands,resolution_limit,8,ideal_horizontal,wrong_sign_ratio_inside_band,,,,band-level metric,7.0,fast band,Stage 2,0.0,
band_recovery,8 ideal bands,resolution_limit,8,ideal_horizontal,velocity_update_recovery_percent,,,,band-level metric,8.0,slow band,Stage 1,45.4518,
band_recovery,8 ideal bands,resolution_limit,8,ideal_horizontal,MAE_inside_band_m_per_s,,,,band-level metric,8.0,slow band,Stage 1,230.00238,
band_recovery,8 ideal bands,resolution_limit,8,ideal_horizontal,RMSE_inside_band_m_per_s,,,,band-level metric,8.0,slow band,Stage 1,230.69057,
band_recovery,8 ideal bands,resolution_limit,8,ideal_horizontal,detection_efficiency_0_to_1,,,,band-level metric,8.0,slow band,Stage 1,0.79967415,
band_recovery,8 ideal bands,resolution_limit,8,ideal_horizontal,false_positive_ratio,,,,band-level metric,8.0,slow band,Stage 1,0.25050932,
band_recovery,8 ideal bands,resolution_limit,8,ideal_horizontal,wrong_sign_ratio_inside_band,,,,band-level metric,8.0,slow band,Stage 1,0.0,
band_recovery,8 ideal bands,resolution_limit,8,ideal_horizontal,velocity_update_recovery_percent,,,,band-level metric,8.0,slow band,Stage 2,63.550777,
band_recovery,8 ideal bands,resolution_limit,8,ideal_horizontal,MAE_inside_band_m_per_s,,,,band-level metric,8.0,slow band,Stage 2,153.68805,
band_recovery,8 ideal bands,resolution_limit,8,ideal_horizontal,RMSE_inside_band_m_per_s,,,,band-level metric,8.0,slow band,Stage 2,155.76149,
band_recovery,8 ideal bands,resolution_limit,8,ideal_horizontal,detection_efficiency_0_to_1,,,,band-level metric,8.0,slow band,Stage 2,0.83404464,
band_recovery,8 ideal bands,resolution_limit,8,ideal_horizontal,false_positive_ratio,,,,band-level metric,8.0,slow band,Stage 2,0.19897662,
band_recovery,8 ideal bands,resolution_limit,8,ideal_horizontal,wrong_sign_ratio_inside_band,,,,band-level metric,8.0,slow band,Stage 2,0.0,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,velocity_update_recovery_percent,,,,band-level metric,1.0,fast band,Stage 1,-18.234978,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,MAE_inside_band_m_per_s,,,,band-level metric,1.0,fast band,Stage 1,199.41528,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,RMSE_inside_band_m_per_s,,,,band-level metric,1.0,fast band,Stage 1,199.86256,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,detection_efficiency_0_to_1,,,,band-level metric,1.0,fast band,Stage 1,0.0,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,false_positive_ratio,,,,band-level metric,1.0,fast band,Stage 1,,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,wrong_sign_ratio_inside_band,,,,band-level metric,1.0,fast band,Stage 1,,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,velocity_update_recovery_percent,,,,band-level metric,1.0,fast band,Stage 2,56.21866,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,MAE_inside_band_m_per_s,,,,band-level metric,1.0,fast band,Stage 2,73.84177,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,RMSE_inside_band_m_per_s,,,,band-level metric,1.0,fast band,Stage 2,81.69858,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,detection_efficiency_0_to_1,,,,band-level metric,1.0,fast band,Stage 2,0.5492455,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,false_positive_ratio,,,,band-level metric,1.0,fast band,Stage 2,0.8206795454025269,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,wrong_sign_ratio_inside_band,,,,band-level metric,1.0,fast band,Stage 2,0.0,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,velocity_update_recovery_percent,,,,band-level metric,2.0,slow band,Stage 1,-17.765718,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,MAE_inside_band_m_per_s,,,,band-level metric,2.0,slow band,Stage 1,198.62383,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,RMSE_inside_band_m_per_s,,,,band-level metric,2.0,slow band,Stage 1,198.92552,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,detection_efficiency_0_to_1,,,,band-level metric,2.0,slow band,Stage 1,0.0026539436,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,false_positive_ratio,,,,band-level metric,2.0,slow band,Stage 1,375.7977600097656,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,wrong_sign_ratio_inside_band,,,,band-level metric,2.0,slow band,Stage 1,320.30999755859375,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,velocity_update_recovery_percent,,,,band-level metric,2.0,slow band,Stage 2,78.7949,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,MAE_inside_band_m_per_s,,,,band-level metric,2.0,slow band,Stage 2,43.170742,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,RMSE_inside_band_m_per_s,,,,band-level metric,2.0,slow band,Stage 2,53.261322,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,detection_efficiency_0_to_1,,,,band-level metric,2.0,slow band,Stage 2,0.6334374,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,false_positive_ratio,,,,band-level metric,2.0,slow band,Stage 2,0.5786879658699036,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,wrong_sign_ratio_inside_band,,,,band-level metric,2.0,slow band,Stage 2,0.0,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,velocity_update_recovery_percent,,,,band-level metric,3.0,fast band,Stage 1,-0.07939928,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,MAE_inside_band_m_per_s,,,,band-level metric,3.0,fast band,Stage 1,253.1911,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,RMSE_inside_band_m_per_s,,,,band-level metric,3.0,fast band,Stage 1,253.68112,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,detection_efficiency_0_to_1,,,,band-level metric,3.0,fast band,Stage 1,0.31013095,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,false_positive_ratio,,,,band-level metric,3.0,fast band,Stage 1,2.2244443893432617,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,wrong_sign_ratio_inside_band,,,,band-level metric,3.0,fast band,Stage 1,1.0278315544128418,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,velocity_update_recovery_percent,,,,band-level metric,3.0,fast band,Stage 2,63.491196,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,MAE_inside_band_m_per_s,,,,band-level metric,3.0,fast band,Stage 2,92.36385,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,RMSE_inside_band_m_per_s,,,,band-level metric,3.0,fast band,Stage 2,95.338646,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,detection_efficiency_0_to_1,,,,band-level metric,3.0,fast band,Stage 2,0.68116987,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,false_positive_ratio,,,,band-level metric,3.0,fast band,Stage 2,0.468062549829483,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,wrong_sign_ratio_inside_band,,,,band-level metric,3.0,fast band,Stage 2,0.0,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,velocity_update_recovery_percent,,,,band-level metric,4.0,slow band,Stage 1,6.3716664,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,MAE_inside_band_m_per_s,,,,band-level metric,4.0,slow band,Stage 1,236.87056,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,RMSE_inside_band_m_per_s,,,,band-level metric,4.0,slow band,Stage 1,237.61671,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,detection_efficiency_0_to_1,,,,band-level metric,4.0,slow band,Stage 1,0.33918735,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,false_positive_ratio,,,,band-level metric,4.0,slow band,Stage 1,1.948223114013672,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,wrong_sign_ratio_inside_band,,,,band-level metric,4.0,slow band,Stage 1,0.0912619084119796,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,velocity_update_recovery_percent,,,,band-level metric,4.0,slow band,Stage 2,56.41489,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,MAE_inside_band_m_per_s,,,,band-level metric,4.0,slow band,Stage 2,110.266205,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,RMSE_inside_band_m_per_s,,,,band-level metric,4.0,slow band,Stage 2,114.75114,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,detection_efficiency_0_to_1,,,,band-level metric,4.0,slow band,Stage 2,0.65100664,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,false_positive_ratio,,,,band-level metric,4.0,slow band,Stage 2,0.5360826253890991,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,wrong_sign_ratio_inside_band,,,,band-level metric,4.0,slow band,Stage 2,0.0,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,velocity_update_recovery_percent,,,,band-level metric,5.0,fast band,Stage 1,8.439522,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,MAE_inside_band_m_per_s,,,,band-level metric,5.0,fast band,Stage 1,308.8521,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,RMSE_inside_band_m_per_s,,,,band-level metric,5.0,fast band,Stage 1,309.40585,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,detection_efficiency_0_to_1,,,,band-level metric,5.0,fast band,Stage 1,0.6573764,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,false_positive_ratio,,,,band-level metric,5.0,fast band,Stage 1,0.5211985111236572,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,wrong_sign_ratio_inside_band,,,,band-level metric,5.0,fast band,Stage 1,0.0224627796560525,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,velocity_update_recovery_percent,,,,band-level metric,5.0,fast band,Stage 2,63.58365,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,MAE_inside_band_m_per_s,,,,band-level metric,5.0,fast band,Stage 2,122.839935,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,RMSE_inside_band_m_per_s,,,,band-level metric,5.0,fast band,Stage 2,123.5526,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,detection_efficiency_0_to_1,,,,band-level metric,5.0,fast band,Stage 2,0.7459943,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,false_positive_ratio,,,,band-level metric,5.0,fast band,Stage 2,0.3404928147792816,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,wrong_sign_ratio_inside_band,,,,band-level metric,5.0,fast band,Stage 2,0.0,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,velocity_update_recovery_percent,,,,band-level metric,6.0,slow band,Stage 1,13.242198,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,MAE_inside_band_m_per_s,,,,band-level metric,6.0,slow band,Stage 1,292.65125,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,RMSE_inside_band_m_per_s,,,,band-level metric,6.0,slow band,Stage 1,292.9542,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,detection_efficiency_0_to_1,,,,band-level metric,6.0,slow band,Stage 1,0.571575,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,false_positive_ratio,,,,band-level metric,6.0,slow band,Stage 1,0.7495517730712891,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,wrong_sign_ratio_inside_band,,,,band-level metric,6.0,slow band,Stage 1,0.0,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,velocity_update_recovery_percent,,,,band-level metric,6.0,slow band,Stage 2,60.294464,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,MAE_inside_band_m_per_s,,,,band-level metric,6.0,slow band,Stage 2,133.93452,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,RMSE_inside_band_m_per_s,,,,band-level metric,6.0,slow band,Stage 2,135.61461,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,detection_efficiency_0_to_1,,,,band-level metric,6.0,slow band,Stage 2,0.73299736,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,false_positive_ratio,,,,band-level metric,6.0,slow band,Stage 2,0.3642614185810089,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,wrong_sign_ratio_inside_band,,,,band-level metric,6.0,slow band,Stage 2,0.0,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,velocity_update_recovery_percent,,,,band-level metric,7.0,fast band,Stage 1,10.65641,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,MAE_inside_band_m_per_s,,,,band-level metric,7.0,fast band,Stage 1,376.7176,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,RMSE_inside_band_m_per_s,,,,band-level metric,7.0,fast band,Stage 1,377.1741,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,detection_efficiency_0_to_1,,,,band-level metric,7.0,fast band,Stage 1,0.7591716,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,false_positive_ratio,,,,band-level metric,7.0,fast band,Stage 1,0.3172251880168915,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,wrong_sign_ratio_inside_band,,,,band-level metric,7.0,fast band,Stage 1,0.0178857706487178,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,velocity_update_recovery_percent,,,,band-level metric,7.0,fast band,Stage 2,60.752167,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,MAE_inside_band_m_per_s,,,,band-level metric,7.0,fast band,Stage 2,165.4889,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,RMSE_inside_band_m_per_s,,,,band-level metric,7.0,fast band,Stage 2,165.81616,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,detection_efficiency_0_to_1,,,,band-level metric,7.0,fast band,Stage 2,0.7821169,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,false_positive_ratio,,,,band-level metric,7.0,fast band,Stage 2,0.2785812318325043,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,wrong_sign_ratio_inside_band,,,,band-level metric,7.0,fast band,Stage 2,0.0,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,velocity_update_recovery_percent,,,,band-level metric,8.0,slow band,Stage 1,16.190765,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,MAE_inside_band_m_per_s,,,,band-level metric,8.0,slow band,Stage 1,353.38153,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,RMSE_inside_band_m_per_s,,,,band-level metric,8.0,slow band,Stage 1,353.7355,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,detection_efficiency_0_to_1,,,,band-level metric,8.0,slow band,Stage 1,0.67722666,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,false_positive_ratio,,,,band-level metric,8.0,slow band,Stage 1,0.4766105413436889,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,wrong_sign_ratio_inside_band,,,,band-level metric,8.0,slow band,Stage 1,0.0,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,velocity_update_recovery_percent,,,,band-level metric,8.0,slow band,Stage 2,60.34855,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,MAE_inside_band_m_per_s,,,,band-level metric,8.0,slow band,Stage 2,167.19026,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,RMSE_inside_band_m_per_s,,,,band-level metric,8.0,slow band,Stage 2,168.05035,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,detection_efficiency_0_to_1,,,,band-level metric,8.0,slow band,Stage 2,0.77935076,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,false_positive_ratio,,,,band-level metric,8.0,slow band,Stage 2,0.2831193208694458,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,wrong_sign_ratio_inside_band,,,,band-level metric,8.0,slow band,Stage 2,0.0,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,velocity_update_recovery_percent,,,,band-level metric,9.0,fast band,Stage 1,11.561082,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,MAE_inside_band_m_per_s,,,,band-level metric,9.0,fast band,Stage 1,447.4837,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,RMSE_inside_band_m_per_s,,,,band-level metric,9.0,fast band,Stage 1,447.78384,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,detection_efficiency_0_to_1,,,,band-level metric,9.0,fast band,Stage 1,0.80730754,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,false_positive_ratio,,,,band-level metric,9.0,fast band,Stage 1,0.2386852800846099,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,wrong_sign_ratio_inside_band,,,,band-level metric,9.0,fast band,Stage 1,0.0025234667118638,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,velocity_update_recovery_percent,,,,band-level metric,9.0,fast band,Stage 2,60.57111,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,MAE_inside_band_m_per_s,,,,band-level metric,9.0,fast band,Stage 2,199.50275,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,RMSE_inside_band_m_per_s,,,,band-level metric,9.0,fast band,Stage 2,199.96309,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,detection_efficiency_0_to_1,,,,band-level metric,9.0,fast band,Stage 2,0.8154759,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,false_positive_ratio,,,,band-level metric,9.0,fast band,Stage 2,0.2262779027223587,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,wrong_sign_ratio_inside_band,,,,band-level metric,9.0,fast band,Stage 2,0.0,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,velocity_update_recovery_percent,,,,band-level metric,10.0,slow band,Stage 1,16.842422,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,MAE_inside_band_m_per_s,,,,band-level metric,10.0,slow band,Stage 1,420.7607,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,RMSE_inside_band_m_per_s,,,,band-level metric,10.0,slow band,Stage 1,421.4153,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,detection_efficiency_0_to_1,,,,band-level metric,10.0,slow band,Stage 1,0.72788054,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,false_positive_ratio,,,,band-level metric,10.0,slow band,Stage 1,0.3738517761230469,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,wrong_sign_ratio_inside_band,,,,band-level metric,10.0,slow band,Stage 1,0.0,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,velocity_update_recovery_percent,,,,band-level metric,10.0,slow band,Stage 2,61.8327,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,MAE_inside_band_m_per_s,,,,band-level metric,10.0,slow band,Stage 2,193.1189,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,RMSE_inside_band_m_per_s,,,,band-level metric,10.0,slow band,Stage 2,193.58961,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,detection_efficiency_0_to_1,,,,band-level metric,10.0,slow band,Stage 2,0.8177932,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,false_positive_ratio,,,,band-level metric,10.0,slow band,Stage 2,0.2228030115365982,
band_recovery,10 ideal bands,resolution_limit,10,ideal_horizontal,wrong_sign_ratio_inside_band,,,,band-level metric,10.0,slow band,Stage 2,0.0,
band_recovery,3 irregular tectonic bands,realistic_tectonic,3,irregular_tectonic,velocity_update_recovery_percent,,,,band-level metric,1.0,fast band,Stage 1,63.917698,
band_recovery,3 irregular tectonic bands,realistic_tectonic,3,irregular_tectonic,MAE_inside_band_m_per_s,,,,band-level metric,1.0,fast band,Stage 1,152.14143,
band_recovery,3 irregular tectonic bands,realistic_tectonic,3,irregular_tectonic,RMSE_inside_band_m_per_s,,,,band-level metric,1.0,fast band,Stage 1,156.87761,
band_recovery,3 irregular tectonic bands,realistic_tectonic,3,irregular_tectonic,detection_efficiency_0_to_1,,,,band-level metric,1.0,fast band,Stage 1,0.7016456,
band_recovery,3 irregular tectonic bands,realistic_tectonic,3,irregular_tectonic,false_positive_ratio,,,,band-level metric,1.0,fast band,Stage 1,0.42522097,
band_recovery,3 irregular tectonic bands,realistic_tectonic,3,irregular_tectonic,wrong_sign_ratio_inside_band,,,,band-level metric,1.0,fast band,Stage 1,0.0,
band_recovery,3 irregular tectonic bands,realistic_tectonic,3,irregular_tectonic,velocity_update_recovery_percent,,,,band-level metric,1.0,fast band,Stage 2,92.424736,
band_recovery,3 irregular tectonic bands,realistic_tectonic,3,irregular_tectonic,MAE_inside_band_m_per_s,,,,band-level metric,1.0,fast band,Stage 2,47.178688,
band_recovery,3 irregular tectonic bands,realistic_tectonic,3,irregular_tectonic,RMSE_inside_band_m_per_s,,,,band-level metric,1.0,fast band,Stage 2,70.87901,
band_recovery,3 irregular tectonic bands,realistic_tectonic,3,irregular_tectonic,detection_efficiency_0_to_1,,,,band-level metric,1.0,fast band,Stage 2,0.7882648,
band_recovery,3 irregular tectonic bands,realistic_tectonic,3,irregular_tectonic,false_positive_ratio,,,,band-level metric,1.0,fast band,Stage 2,0.2686092,
band_recovery,3 irregular tectonic bands,realistic_tectonic,3,irregular_tectonic,wrong_sign_ratio_inside_band,,,,band-level metric,1.0,fast band,Stage 2,0.0,
band_recovery,3 irregular tectonic bands,realistic_tectonic,3,irregular_tectonic,velocity_update_recovery_percent,,,,band-level metric,2.0,slow band,Stage 1,45.06739,
band_recovery,3 irregular tectonic bands,realistic_tectonic,3,irregular_tectonic,MAE_inside_band_m_per_s,,,,band-level metric,2.0,slow band,Stage 1,138.97423,
band_recovery,3 irregular tectonic bands,realistic_tectonic,3,irregular_tectonic,RMSE_inside_band_m_per_s,,,,band-level metric,2.0,slow band,Stage 1,155.85976,
band_recovery,3 irregular tectonic bands,realistic_tectonic,3,irregular_tectonic,detection_efficiency_0_to_1,,,,band-level metric,2.0,slow band,Stage 1,0.8018427,
band_recovery,3 irregular tectonic bands,realistic_tectonic,3,irregular_tectonic,false_positive_ratio,,,,band-level metric,2.0,slow band,Stage 1,0.24712737,
band_recovery,3 irregular tectonic bands,realistic_tectonic,3,irregular_tectonic,wrong_sign_ratio_inside_band,,,,band-level metric,2.0,slow band,Stage 1,0.008192738,
band_recovery,3 irregular tectonic bands,realistic_tectonic,3,irregular_tectonic,velocity_update_recovery_percent,,,,band-level metric,2.0,slow band,Stage 2,78.34493,
band_recovery,3 irregular tectonic bands,realistic_tectonic,3,irregular_tectonic,MAE_inside_band_m_per_s,,,,band-level metric,2.0,slow band,Stage 2,70.626045,
band_recovery,3 irregular tectonic bands,realistic_tectonic,3,irregular_tectonic,RMSE_inside_band_m_per_s,,,,band-level metric,2.0,slow band,Stage 2,91.66674,
band_recovery,3 irregular tectonic bands,realistic_tectonic,3,irregular_tectonic,detection_efficiency_0_to_1,,,,band-level metric,2.0,slow band,Stage 2,0.9099081,
band_recovery,3 irregular tectonic bands,realistic_tectonic,3,irregular_tectonic,false_positive_ratio,,,,band-level metric,2.0,slow band,Stage 2,0.099012114,
band_recovery,3 irregular tectonic bands,realistic_tectonic,3,irregular_tectonic,wrong_sign_ratio_inside_band,,,,band-level metric,2.0,slow band,Stage 2,0.0014102594,
band_recovery,3 irregular tectonic bands,realistic_tectonic,3,irregular_tectonic,velocity_update_recovery_percent,,,,band-level metric,3.0,fast band,Stage 1,55.2747,
band_recovery,3 irregular tectonic bands,realistic_tectonic,3,irregular_tectonic,MAE_inside_band_m_per_s,,,,band-level metric,3.0,fast band,Stage 1,301.7344,
band_recovery,3 irregular tectonic bands,realistic_tectonic,3,irregular_tectonic,RMSE_inside_band_m_per_s,,,,band-level metric,3.0,fast band,Stage 1,305.19867,
band_recovery,3 irregular tectonic bands,realistic_tectonic,3,irregular_tectonic,detection_efficiency_0_to_1,,,,band-level metric,3.0,fast band,Stage 1,0.791909,
band_recovery,3 irregular tectonic bands,realistic_tectonic,3,irregular_tectonic,false_positive_ratio,,,,band-level metric,3.0,fast band,Stage 1,0.2627714,
band_recovery,3 irregular tectonic bands,realistic_tectonic,3,irregular_tectonic,wrong_sign_ratio_inside_band,,,,band-level metric,3.0,fast band,Stage 1,0.0,
band_recovery,3 irregular tectonic bands,realistic_tectonic,3,irregular_tectonic,velocity_update_recovery_percent,,,,band-level metric,3.0,fast band,Stage 2,72.59184,
band_recovery,3 irregular tectonic bands,realistic_tectonic,3,irregular_tectonic,MAE_inside_band_m_per_s,,,,band-level metric,3.0,fast band,Stage 2,184.90607,
band_recovery,3 irregular tectonic bands,realistic_tectonic,3,irregular_tectonic,RMSE_inside_band_m_per_s,,,,band-level metric,3.0,fast band,Stage 2,201.91484,
band_recovery,3 irregular tectonic bands,realistic_tectonic,3,irregular_tectonic,detection_efficiency_0_to_1,,,,band-level metric,3.0,fast band,Stage 2,0.85091186,
band_recovery,3 irregular tectonic bands,realistic_tectonic,3,irregular_tectonic,false_positive_ratio,,,,band-level metric,3.0,fast band,Stage 2,0.17520991,
band_recovery,3 irregular tectonic bands,realistic_tectonic,3,irregular_tectonic,wrong_sign_ratio_inside_band,,,,band-level metric,3.0,fast band,Stage 2,0.0,
background_non_band,6 ideal bands,resolution_limit,6,ideal_horizontal,MAE_background_m_per_s,,,,non-band background metric,,,Stage 1,90.2031520481591,yes
background_non_band,6 ideal bands,resolution_limit,6,ideal_horizontal,RMSE_background_m_per_s,,,,non-band background metric,,,Stage 1,105.53850247470916,yes
background_non_band,6 ideal bands,resolution_limit,6,ideal_horizontal,Bias_background_m_per_s,,,,non-band background metric,,,Stage 1,2.157088489482619,yes
background_non_band,6 ideal bands,resolution_limit,6,ideal_horizontal,mean_absolute_velocity_update_background_m_per_s,,,,non-band background metric,,,Stage 1,90.2031520481591,yes
