defect_type,Stage 1 void MAE m/s,Stage 2 void MAE m/s,Void MAE improvement m/s,Void MAE improved yes/no,Stage 1 void RMSE m/s,Stage 2 void RMSE m/s,Void RMSE improvement m/s,Void RMSE improved yes/no,Stage 1 recovery percent,Stage 2 recovery percent,Recovery percent improvement,Stage 1 detection efficiency,Stage 2 detection efficiency,Detection efficiency improvement,Stage 1 false positive ratio,Stage 2 false positive ratio,False positive reduction,Stage 1 background MAE m/s,Stage 2 background MAE m/s,Background MAE improvement m/s,Stage 1 successful detection,Stage 2 successful detection
circular_void,4564.472,4697.139,-132.66699,no,4628.635,4767.791,-139.15625,no,-8.252627,-11.39901,-3.1463823,0.5482811,0.497317,-0.050964087,0.823882,1.0107901,-0.18690813,462.77716,525.4244,-62.647217,False,False
