FWI stage,Stage description,detection_threshold_fraction_of_true_update,detection_threshold_m_per_s,true_void_center_row,true_void_center_col,true_void_radius_cells,true_void_area_pixels,true_void_area_square_micrometers,detected_void_area_pixels,detected_void_area_square_micrometers,detected_center_row,detected_center_col,center_error_cells,center_error_micrometers,true_equivalent_radius_cells,detected_equivalent_radius_cells,radius_error_cells,radius_error_micrometers,intersection_pixels,union_pixels,IoU_intersection_over_union,precision_detected_pixels_inside_true_void,recall_true_void_pixels_detected,F1_score
Stage 1,20 MHz low-frequency FWI reconstruction,0.5,3373.2,72,90,8,197,4925.0,72,1800.0000000000002,83.01388888888889,104.13888888888889,17.922442006298574,89.61221003149288,7.918778161951929,4.787307364817192,-3.131470797134737,-15.657353985673685,11,258,0.04263565891472868,0.1527777777777778,0.05583756345177665,0.08178438661710037
Stage 2,85 MHz high-frequency FWI reconstruction initialized from Stage 1,0.5,3373.2,72,90,8,197,4925.0,58,1450.0000000000002,83.39655172413794,107.13793103448276,20.581303927196615,102.90651963598309,7.918778161951929,4.296739856991561,-3.622038304960368,-18.11019152480184,1,254,0.003937007874015748,0.017241379310344827,0.005076142131979695,0.007843137254901959
