FWI stage,Stage description,detection_threshold_fraction_of_true_update,detection_threshold_m_per_s,true_void_center_row,true_void_center_col,true_void_radius_cells,true_void_area_pixels,true_void_area_square_micrometers,detected_void_area_pixels,detected_void_area_square_micrometers,detected_center_row,detected_center_col,center_error_cells,center_error_micrometers,true_equivalent_radius_cells,detected_equivalent_radius_cells,radius_error_cells,radius_error_micrometers,intersection_pixels,union_pixels,IoU_intersection_over_union,precision_detected_pixels_inside_true_void,recall_true_void_pixels_detected,F1_score
Stage 1,20 MHz low-frequency FWI reconstruction,0.5,421.6500000000001,72,90,8,197,4925.0,237,5925.000000000001,72.14767932489451,90.0126582278481,0.14822082759704602,0.7411041379852301,7.918778161951929,8.685588237163813,0.7668100752118843,3.834050376059422,196,238,0.8235294117647058,0.8270042194092827,0.9949238578680203,0.9032258064516129
Stage 2,85 MHz high-frequency FWI reconstruction initialized from Stage 1,0.5,421.6500000000001,72,90,8,197,4925.0,203,5075.000000000001,72.0,90.0,0.0,0.0,7.918778161951929,8.03846421247924,0.11968605052731185,0.5984302526365592,191,209,0.9138755980861244,0.9408866995073891,0.9695431472081218,0.9550000000000001
