FWI stage,Stage description,void_speed_fraction,void_speed_percent_of_silicon,void_contrast_fraction_relative_to_silicon,void_contrast_percent_relative_to_silicon,true_void_speed_m_per_s,silicon_background_speed_m_per_s,speed_difference_from_silicon_m_per_s,speed_difference_percent_of_silicon,true_void_update_relative_to_silicon_m_per_s,required_update_m_per_s,max_velocity_update_m_per_s,max_update_percent_of_silicon,theoretical_max_recovery_percent_due_to_range,reconstructed_mean_void_speed_m_per_s,reconstructed_median_void_speed_m_per_s,reconstructed_std_void_speed_m_per_s,reconstructed_mean_void_update_m_per_s,void_velocity_update_recovery_percent,void_MAE_m_per_s,void_RMSE_m_per_s,void_Bias_m_per_s,background_MAE_m_per_s,background_RMSE_m_per_s,background_Bias_m_per_s,void_expected_negative_energy_m_per_s,background_false_negative_energy_m_per_s,void_detection_efficiency_0_to_1,false_positive_ratio_background_to_void,wrong_sign_positive_energy_inside_void_m_per_s,wrong_sign_ratio_inside_void,recovery_ok,localization_ok,false_positive_ok,wrong_sign_ok,background_ok,successful_detection,number_of_void_pixels,number_of_background_pixels
Stage 1,20 MHz low-frequency FWI reconstruction,0.8,80.0,0.19999999999999996,19.999999999999996,6746.400000000001,8433.0,1686.5999999999995,19.999999999999993,-1686.5999999999995,1686.5999999999995,1686.5999999999997,19.999999999999996,100.0,6857.496,6814.202,116.45569,-1575.5038,93.41301,111.096245,160.94814,111.096245,199.27524,254.82907,-0.75878125,1575.5038,100.01701,0.94030696,0.06348256,0.0,0.0,True,True,True,True,True,True,197,4379
Stage 2,85 MHz high-frequency FWI reconstruction initialized from Stage 1,0.8,80.0,0.19999999999999996,19.999999999999996,6746.400000000001,8433.0,1686.5999999999995,19.999999999999993,-1686.5999999999995,1686.5999999999995,1686.5999999999997,19.999999999999996,100.0,6875.3027,6831.336,121.6906,-1557.6974,92.35725,128.90276,177.26964,128.90276,89.47202,140.05638,-5.5636926,1557.6974,47.517857,0.97039783,0.030505192,0.0,0.0,True,True,True,True,True,True,197,4379
