FWI stage,Stage description,detection_threshold_fraction_of_true_update,detection_threshold_m_per_s,true_void_center_row,true_void_center_col,true_void_radius_cells,true_void_area_pixels,true_void_area_square_micrometers,detected_void_area_pixels,detected_void_area_square_micrometers,detected_center_row,detected_center_col,center_error_cells,center_error_micrometers,true_equivalent_radius_cells,detected_equivalent_radius_cells,radius_error_cells,radius_error_micrometers,intersection_pixels,union_pixels,IoU_intersection_over_union,precision_detected_pixels_inside_true_void,recall_true_void_pixels_detected,F1_score
Stage 1,20 MHz low-frequency FWI reconstruction,0.5,843.2999999999997,72,90,8,197,4925.0,223,5575.000000000001,72.28251121076234,89.91479820627802,0.2950795314145732,1.4753976570728662,7.918778161951929,8.42514715711158,0.5063689951596508,2.531844975798254,197,223,0.8834080717488789,0.8834080717488789,1.0,0.9380952380952381
Stage 2,85 MHz high-frequency FWI reconstruction initialized from Stage 1,0.5,843.2999999999997,72,90,8,197,4925.0,215,5375.0,72.08372093023256,89.93488372093023,0.10606283024178234,0.5303141512089118,7.918778161951929,8.272643200907131,0.3538650389552025,1.7693251947760127,197,215,0.9162790697674419,0.9162790697674419,1.0,0.9563106796116505
