geometry,void_speed_fraction,void_speed_percent_of_silicon,void_contrast_percent_relative_to_silicon,true_void_speed_m_per_s,silicon_background_speed_m_per_s,required_update_m_per_s,stage2_reconstructed_mean_void_speed_m_per_s,stage2_void_update_recovery_percent,stage2_void_MAE_m_per_s,stage2_background_MAE_m_per_s,stage2_void_detection_efficiency,stage2_false_positive_ratio,stage2_wrong_sign_ratio_inside_void,stage2_IoU,stage2_precision,stage2_recall,stage2_F1_score,stage2_center_error_micrometers,stage2_radius_error_micrometers,stage2_successful_detection
circular_void,0.6,60.0,40.0,5059.8,8433.0,3373.2,5458.397,88.18341,398.59683,291.86285,0.9495715,0.053106584,0.0,0.8376068376068376,0.8412017167381974,0.9949238578680204,0.911627906976744,2.7681571667977733,3.4660103399246283,True
