FWI stage,Stage description,detection_threshold_fraction_of_true_update,detection_threshold_m_per_s,true_void_center_row,true_void_center_col,true_void_radius_cells,true_void_area_pixels,true_void_area_square_micrometers,detected_void_area_pixels,detected_void_area_square_micrometers,detected_center_row,detected_center_col,center_error_cells,center_error_micrometers,true_equivalent_radius_cells,detected_equivalent_radius_cells,radius_error_cells,radius_error_micrometers,intersection_pixels,union_pixels,IoU_intersection_over_union,precision_detected_pixels_inside_true_void,recall_true_void_pixels_detected,F1_score
Stage 1,20 MHz low-frequency FWI reconstruction,0.5,1686.6,72,90,8,197,4925.0,272,6800.000000000001,73.41176470588235,91.48161764705883,2.0465264319942715,10.23263215997136,7.918778161951929,9.304852983362556,1.3860748214106273,6.930374107053137,195,274,0.7116788321167883,0.7169117647058824,0.9898477157360406,0.8315565031982942
Stage 2,85 MHz high-frequency FWI reconstruction initialized from Stage 1,0.5,1686.6,72,90,8,197,4925.0,233,5825.000000000001,72.54935622317596,90.068669527897,0.5536314333595546,2.7681571667977733,7.918778161951929,8.611980229936854,0.6932020679849256,3.4660103399246283,196,234,0.8376068376068376,0.8412017167381974,0.9949238578680203,0.9116279069767441
