FWI stage,Stage description,detection_threshold_fraction_of_true_update,detection_threshold_m_per_s,true_void_center_row,true_void_center_col,true_void_radius_cells,true_void_area_pixels,true_void_area_square_micrometers,detected_void_area_pixels,detected_void_area_square_micrometers,detected_center_row,detected_center_col,center_error_cells,center_error_micrometers,true_equivalent_radius_cells,detected_equivalent_radius_cells,radius_error_cells,radius_error_micrometers,intersection_pixels,union_pixels,IoU_intersection_over_union,precision_detected_pixels_inside_true_void,recall_true_void_pixels_detected,F1_score
Stage 1,20 MHz low-frequency FWI reconstruction,0.5,2108.25,72,90,8,197,4925.0,62,1550.0,70.69354838709677,95.7741935483871,5.920145855559025,29.60072927779513,7.918778161951929,4.442433223290478,-3.476344938661451,-17.38172469330726,1,258,0.003875968992248062,0.016129032258064516,0.005076142131979695,0.0077220077220077205
Stage 2,85 MHz high-frequency FWI reconstruction initialized from Stage 1,0.5,2108.25,72,90,8,197,4925.0,66,1650.0000000000002,72.6969696969697,96.77272727272727,6.808494802027667,34.04247401013834,7.918778161951929,4.583497844237541,-3.335280317714388,-16.67640158857194,3,260,0.011538461538461539,0.045454545454545456,0.015228426395939087,0.022813688212927757
