geometry,void_speed_fraction,void_speed_percent_of_silicon,void_contrast_percent_relative_to_silicon,true_void_speed_m_per_s,silicon_background_speed_m_per_s,required_update_m_per_s,stage2_reconstructed_mean_void_speed_m_per_s,stage2_void_update_recovery_percent,stage2_void_MAE_m_per_s,stage2_background_MAE_m_per_s,stage2_void_detection_efficiency,stage2_false_positive_ratio,stage2_wrong_sign_ratio_inside_void,stage2_IoU,stage2_precision,stage2_recall,stage2_F1_score,stage2_center_error_micrometers,stage2_radius_error_micrometers,stage2_successful_detection
circular_void,0.4,40.0,60.0,3373.2000000000003,8433.0,5059.799999999999,5892.8076,50.20341,2519.608,1451.9423,0.8108252,0.23331141,0.025809662,0.1906474820143885,0.2279569892473118,0.5380710659898477,0.3202416918429003,34.537641103924145,21.236631355404835,False
