arrival_type,sensor_index,x_position_um,distance_from_source_um,arrival_time_us,arrival_time_ns,arrival_sample_index,expected_arrival_time_us,expected_arrival_time_ns,arrival_residual_us,arrival_residual_ns,arrival_residual_percent,arrival_advance_ns,arrival_advance_percent,search_start_time_us,search_start_time_ns,search_start_index,reference_speed_m_s,apparent_speed_m_s,speed_ratio_vs_reference,arrival_behavior,max_speed_increase_fraction,max_possible_speed_m_s,max_possible_advance_ns,advance_excess_ns,advance_is_physically_suspicious,threshold_fraction_of_sensor_peak,timing_tolerance_ns,sensor_peak_envelope,sensor_peak_normalized_to_global_max
direct_first_arrival,22,225.00000000000006,20.0,0.01434839241865049,14.34839241865049,121.0,0.002371635242499703,2.371635242499703,0.011976757176150788,11.976757176150787,504.9999663323981,-11.976757176150787,-504.9999663323981,0.0,0.0,0.0,8433.0,1393.8843750888336,0.16528926539651767,slower_than_expected,0.1,9276.300000000001,0.21560320386360976,-12.192360380014398,False,0.4,1.0,2.283859968185425,0.4650960862636566
direct_first_arrival,23,235.0,29.999999999999943,0.013518320129968231,13.518320129968231,114.0,0.0035574528637495485,3.5574528637495484,0.009960867266218683,9.960867266218683,279.9999788534077,-9.960867266218683,-279.9999788534077,0.0005574528637495484,0.5574528637495484,5.0,8433.0,2219.2106498124813,0.26315790938129746,slower_than_expected,0.1,9276.300000000001,0.32340480579541353,-10.284272072014097,False,0.4,1.0,1.8364943265914917,0.3739924430847168
direct_first_arrival,24,245.0,39.99999999999994,0.01434839241865049,14.34839241865049,121.0,0.004743270484999401,4.7432704849994005,0.00960512193365109,9.60512193365109,202.49998316619937,-9.605121933651091,-202.49998316619943,0.0017432704849994008,1.7432704849994007,15.0,8433.0,2787.7687501776636,0.33057853079303495,slower_than_expected,0.1,9276.300000000001,0.43120640772721863,-10.03632834137831,False,0.4,1.0,1.2500333786010742,0.25456273555755615
direct_first_arrival,25,255.0,49.99999999999994,0.013281156618916157,13.281156618916157,112.0,0.0059290881062492515,5.929088106249251,0.007352068512666905,7.352068512666905,123.9999875346402,-7.352068512666905,-123.9999875346402,0.0029290881062492514,2.9290881062492513,25.0,8433.0,3764.732352360462,0.44642859627184417,slower_than_expected,0.1,9276.300000000001,0.5390080096590228,-7.891076522325928,False,0.4,1.0,1.0837295055389404,0.22069582343101501
direct_first_arrival,26,265.0,59.99999999999994,0.014229810663124454,14.229810663124454,120.0,0.007114905727499103,7.114905727499103,0.007114904935625351,7.114904935625351,99.99998887021442,-7.114904935625351,-99.99998887021442,0.004114905727499103,4.114905727499103,35.0,8433.0,4216.500234643718,0.5000000278244655,slower_than_expected,0.1,9276.300000000001,0.646809611590828,-7.761714547216179,False,0.4,1.0,0.8267236948013306,0.1683579385280609
direct_first_arrival,27,275.0000000000001,70.00000000000006,0.01316257486339012,13.16257486339012,111.0,0.008300723348748968,8.300723348748969,0.004861851514641151,4.861851514641152,58.57141974709828,-4.861851514641151,-58.571419747098275,0.005300723348748968,5.300723348748968,45.0,8433.0,5318.108404055149,0.6306306657245522,slower_than_expected,0.1,9276.300000000001,0.7546112135226357,-5.6164627281637864,False,0.4,1.0,0.7652320265769958,0.15583549439907074
direct_first_arrival,28,285.0,79.99999999999994,0.01434839241865049,14.34839241865049,121.0,0.009486540969998807,9.486540969998806,0.004861851448651684,4.8618514486516835,51.2499915830996,-4.861851448651684,-51.249991583099614,0.006486540969998807,6.486540969998807,55.0,8433.0,5575.537500355331,0.6611570615860703,slower_than_expected,0.1,9276.300000000001,0.8624128154544373,-5.724264264106122,False,0.4,1.0,0.6273428201675415,0.1277550756931305
direct_first_arrival,29,295.0,89.99999999999994,0.013043993107864083,13.043993107864083,110.0,0.01067235859124866,10.67235859124866,0.0023716345166154233,2.371634516615423,22.222215420686528,-2.3716345166154227,-22.222215420686524,0.007672358591248659,7.672358591248659,65.0,8433.0,6899.727656689723,0.818181863712762,slower_than_expected,0.1,9276.300000000001,0.9702144173862433,-3.341848934001666,False,0.4,1.0,0.5925920605659485,0.12067826092243195
direct_first_arrival,30,305.0,99.99999999999994,0.014466974174176528,14.466974174176528,122.0,0.01185817621249851,11.85817621249851,0.002608797961678018,2.608797961678018,21.999993210830745,-2.608797961678018,-21.999993210830745,0.00885817621249851,8.858176212498512,75.0,8433.0,6912.295466629049,0.8196721767614192,slower_than_expected,0.1,9276.300000000001,1.0780160193180475,-3.6868139809960656,False,0.4,1.0,0.5092358589172363,0.10370320826768875
direct_first_arrival,31,315.0000000000001,110.00000000000006,0.012925411352338045,12.925411352338045,109.0,0.013043993833748376,13.043993833748376,-0.00011858248141033076,-0.11858248141033076,-0.9090964233939263,0.11858248141033023,0.9090964233939222,0.010043993833748377,10.043993833748377,85.0,8433.0,8510.367446069902,1.0091743680860787,as_expected,0.1,9276.300000000001,1.1858176212498535,-1.0672351398395232,False,0.4,1.0,0.48311981558799744,0.0983848124742508
