defect_type,Stage 1 void MAE m/s,Stage 2 void MAE m/s,Void MAE improvement m/s,Void MAE improved yes/no,Stage 1 void RMSE m/s,Stage 2 void RMSE m/s,Void RMSE improvement m/s,Void RMSE improved yes/no,Stage 1 recovery percent,Stage 2 recovery percent,Recovery percent improvement,Stage 1 detection efficiency,Stage 2 detection efficiency,Detection efficiency improvement,Stage 1 false positive ratio,Stage 2 false positive ratio,False positive reduction,Stage 1 background MAE m/s,Stage 2 background MAE m/s,Background MAE improvement m/s,Stage 1 successful detection,Stage 2 successful detection
circular_void,5112.203,5307.528,-195.3247,no,5277.605,5500.5854,-222.98047,no,-21.242805,-25.875204,-4.6323986,0.44551393,0.42792282,-0.017591119,1.2445986,1.33687,-0.09227133,797.80554,926.38855,-128.58301,False,False
