FWI stage,Stage description,detection_threshold_fraction_of_true_update,detection_threshold_m_per_s,true_void_center_row,true_void_center_col,true_void_radius_cells,true_void_area_pixels,true_void_area_square_micrometers,detected_void_area_pixels,detected_void_area_square_micrometers,detected_center_row,detected_center_col,center_error_cells,center_error_micrometers,true_equivalent_radius_cells,detected_equivalent_radius_cells,radius_error_cells,radius_error_micrometers,intersection_pixels,union_pixels,IoU_intersection_over_union,precision_detected_pixels_inside_true_void,recall_true_void_pixels_detected,F1_score
Stage 1,20 MHz low-frequency FWI reconstruction,0.5,2108.25,72,90,8,197,4925.0,385,9625.000000000002,78.6077922077922,91.21298701298701,6.718203283247277,33.59101641623639,7.918778161951929,11.070199012698888,3.151420850746959,15.757104253734797,187,395,0.47341772151898737,0.4857142857142857,0.949238578680203,0.6426116838487973
Stage 2,85 MHz high-frequency FWI reconstruction initialized from Stage 1,0.5,2108.25,72,90,8,197,4925.0,334,8350.0,79.03293413173652,91.4311377245509,7.1770688785866685,35.88534439293335,7.918778161951929,10.31094088749354,2.3921627255416116,11.96081362770806,184,347,0.5302593659942363,0.5508982035928144,0.934010152284264,0.6930320150659135
