geometry,void_speed_fraction,void_speed_percent_of_silicon,void_contrast_percent_relative_to_silicon,true_void_speed_m_per_s,silicon_background_speed_m_per_s,required_update_m_per_s,stage2_reconstructed_mean_void_speed_m_per_s,stage2_void_update_recovery_percent,stage2_void_MAE_m_per_s,stage2_background_MAE_m_per_s,stage2_void_detection_efficiency,stage2_false_positive_ratio,stage2_wrong_sign_ratio_inside_void,stage2_IoU,stage2_precision,stage2_recall,stage2_F1_score,stage2_center_error_micrometers,stage2_radius_error_micrometers,stage2_successful_detection
circular_void,0.5,50.0,50.0,4216.5,8433.0,4216.5,5016.034,81.03797,799.53436,710.0926,0.90427905,0.10585336,0.0007020175,0.5302593659942363,0.5508982035928144,0.934010152284264,0.6930320150659135,35.88534439293335,11.96081362770806,True
