FWI stage,Stage description,void_speed_fraction,void_speed_percent_of_silicon,void_contrast_fraction_relative_to_silicon,void_contrast_percent_relative_to_silicon,true_void_speed_m_per_s,silicon_background_speed_m_per_s,speed_difference_from_silicon_m_per_s,speed_difference_percent_of_silicon,true_void_update_relative_to_silicon_m_per_s,required_update_m_per_s,max_velocity_update_m_per_s,max_update_percent_of_silicon,theoretical_max_recovery_percent_due_to_range,reconstructed_mean_void_speed_m_per_s,reconstructed_median_void_speed_m_per_s,reconstructed_std_void_speed_m_per_s,reconstructed_mean_void_update_m_per_s,void_velocity_update_recovery_percent,void_MAE_m_per_s,void_RMSE_m_per_s,void_Bias_m_per_s,background_MAE_m_per_s,background_RMSE_m_per_s,background_Bias_m_per_s,void_expected_negative_energy_m_per_s,background_false_negative_energy_m_per_s,void_detection_efficiency_0_to_1,false_positive_ratio_background_to_void,wrong_sign_positive_energy_inside_void_m_per_s,wrong_sign_ratio_inside_void,recovery_ok,localization_ok,false_positive_ok,wrong_sign_ok,background_ok,successful_detection,number_of_void_pixels,number_of_background_pixels
Stage 1,20 MHz low-frequency FWI reconstruction,0.3,30.0,0.7,70.0,2529.9,8433.0,5903.1,70.0,-5903.1,5903.1,5903.099999999999,70.0,100.0,8508.963,9300.441,1787.5905,75.963036,-1.2868329,5979.062,6240.5664,5979.062,1522.3369,1834.1359,534.30817,756.81805,494.01434,0.6050515,0.6527518,832.78107,1.1003716,False,True,False,False,False,False,197,4379
Stage 2,85 MHz high-frequency FWI reconstruction initialized from Stage 1,0.3,30.0,0.7,70.0,2529.9,8433.0,5903.1,70.0,-5903.1,5903.1,5903.099999999999,70.0,100.0,9032.779,9109.926,2368.2188,599.7798,-10.16042,6502.8794,6920.6865,6502.8794,1344.0566,1641.6884,383.452,807.3324,480.3023,0.62698865,0.5949251,1407.1122,1.7429155,False,True,False,False,True,False,197,4379
