geometry,void_speed_fraction,void_speed_percent_of_silicon,void_contrast_percent_relative_to_silicon,true_void_speed_m_per_s,silicon_background_speed_m_per_s,required_update_m_per_s,stage2_reconstructed_mean_void_speed_m_per_s,stage2_void_update_recovery_percent,stage2_void_MAE_m_per_s,stage2_background_MAE_m_per_s,stage2_void_detection_efficiency,stage2_false_positive_ratio,stage2_wrong_sign_ratio_inside_void,stage2_IoU,stage2_precision,stage2_recall,stage2_F1_score,stage2_center_error_micrometers,stage2_radius_error_micrometers,stage2_successful_detection
circular_void,0.3,30.0,70.0,2529.9,8433.0,5903.1,9032.779,-10.16042,6502.8794,1344.0566,0.62698865,0.5949251,1.7429155,0.0126582278481012,0.0697674418604651,0.015228426395939,0.025,33.073373368315174,-21.095698258929847,False
