defect_type,Stage 1 void MAE m/s,Stage 2 void MAE m/s,Void MAE improvement m/s,Void MAE improved yes/no,Stage 1 void RMSE m/s,Stage 2 void RMSE m/s,Void RMSE improvement m/s,Void RMSE improved yes/no,Stage 1 recovery percent,Stage 2 recovery percent,Recovery percent improvement,Stage 1 detection efficiency,Stage 2 detection efficiency,Detection efficiency improvement,Stage 1 false positive ratio,Stage 2 false positive ratio,False positive reduction,Stage 1 background MAE m/s,Stage 2 background MAE m/s,Background MAE improvement m/s,Stage 1 successful detection,Stage 2 successful detection
circular_void,5979.062,6502.8794,-523.8174,no,6240.5664,6920.6865,-680.1201,no,-1.2868329,-10.16042,-8.873588,0.6050515,0.62698865,0.021937132,0.6527518,0.5949251,0.057826698,1522.3369,1344.0566,178.28027,False,False
