FWI stage,Stage description,detection_threshold_fraction_of_true_update,detection_threshold_m_per_s,true_void_center_row,true_void_center_col,true_void_radius_cells,true_void_area_pixels,true_void_area_square_micrometers,detected_void_area_pixels,detected_void_area_square_micrometers,detected_center_row,detected_center_col,center_error_cells,center_error_micrometers,true_equivalent_radius_cells,detected_equivalent_radius_cells,radius_error_cells,radius_error_micrometers,intersection_pixels,union_pixels,IoU_intersection_over_union,precision_detected_pixels_inside_true_void,recall_true_void_pixels_detected,F1_score
Stage 1,20 MHz low-frequency FWI reconstruction,0.5,3794.85,72,90,8,197,4925.0,19,475.0,80.57894736842105,82.21052631578948,11.587676135755036,57.93838067877518,7.918778161951929,2.4592453796829674,-5.459532782268962,-27.297663911344813,12,204,0.058823529411764705,0.631578947368421,0.06091370558375635,0.11111111111111112
Stage 2,85 MHz high-frequency FWI reconstruction initialized from Stage 1,0.5,3794.85,72,90,8,197,4925.0,44,1100.0000000000002,75.95454545454545,97.79545454545455,8.741140733469177,43.70570366734589,7.918778161951929,3.742410318509555,-4.176367843442374,-20.88183921721187,14,227,0.06167400881057269,0.3181818181818182,0.07106598984771574,0.1161825726141079
